key,Id,route_id,Capacity,day,fill_level
255,5M7N,1,240L,-11,46.1
255,5M7N,1,240L,-10,50.4
255,5M7N,1,240L,-9,53.8
255,5M7N,1,240L,-8,59.0
255,5M7N,1,240L,-7,62.4
255,5M7N,1,240L,-6,67.4
255,5M7N,1,240L,-5,70.5
255,5M7N,1,240L,-4,75.5
255,5M7N,1,240L,-3,78.8
255,5M7N,1,240L,-2,86.1
255,5M7N,1,240L,-1,90.9
255,5M7N,1,240L,0,95.1
256,5FEK,1,120L,-29,6.6
256,5FEK,1,120L,-28,10.2
256,5FEK,1,120L,-27,18.8
256,5FEK,1,120L,-26,23.0
256,5FEK,1,120L,-25,28.0
256,5FEK,1,120L,-24,31.8
256,5FEK,1,120L,-23,38.7
256,5FEK,1,120L,-22,41.8
256,5FEK,1,120L,-21,49.6
256,5FEK,1,120L,-20,56.1
256,5FEK,1,120L,-19,61.7
256,5FEK,1,120L,-18,65.7
256,5FEK,1,120L,-17,67.8
256,5FEK,1,120L,-16,75.5
256,5FEK,1,120L,-15,83.7
256,5FEK,1,120L,-14,84.5
256,5FEK,1,120L,-13,91.0
256,5FEK,1,120L,-12,98.5
256,5FEK,1,120L,-11,2.6
256,5FEK,1,120L,-10,10.7
256,5FEK,1,120L,-9,11.2
256,5FEK,1,120L,-8,16.1
256,5FEK,1,120L,-7,24.7
256,5FEK,1,120L,-6,26.4
256,5FEK,1,120L,-5,33.2
256,5FEK,1,120L,-4,38.7
256,5FEK,1,120L,-3,45.7
256,5FEK,1,120L,-2,50.3
256,5FEK,1,120L,-1,55.4
256,5FEK,1,120L,0,59.4
257,6ZGKYZ,1,240L,-29,84.6
257,6ZGKYZ,1,240L,-28,84.7
257,6ZGKYZ,1,240L,-27,88.9
257,6ZGKYZ,1,240L,-26,91.8
257,6ZGKYZ,1,240L,-25,97.8
257,6ZGKYZ,1,240L,-24,3.5
257,6ZGKYZ,1,240L,-23,8.1
257,6ZGKYZ,1,240L,-22,13.9
257,6ZGKYZ,1,240L,-21,21.7
257,6ZGKYZ,1,240L,-20,25.9
257,6ZGKYZ,1,240L,-19,28.8
257,6ZGKYZ,1,240L,-18,32.3
257,6ZGKYZ,1,240L,-17,41.2
257,6ZGKYZ,1,240L,-16,44.2
257,6ZGKYZ,1,240L,-15,46.7
257,6ZGKYZ,1,240L,-14,55.4
257,6ZGKYZ,1,240L,-13,60.9
257,6ZGKYZ,1,240L,-12,60.8
257,6ZGKYZ,1,240L,-11,68.2
257,6ZGKYZ,1,240L,-10,74.4
257,6ZGKYZ,1,240L,-9,80.7
257,6ZGKYZ,1,240L,-8,83.8
257,6ZGKYZ,1,240L,-7,88.4
257,6ZGKYZ,1,240L,-6,95.8
257,6ZGKYZ,1,240L,-5,99.1
257,6ZGKYZ,1,240L,-4,5.6
257,6ZGKYZ,1,240L,-3,8.2
257,6ZGKYZ,1,240L,-2,12.9
257,6ZGKYZ,1,240L,-1,21.1
257,6ZGKYZ,1,240L,0,25.4
258,5CDN,1,120L,-29,58.5
258,5CDN,1,120L,-28,66.3
258,5CDN,1,120L,-27,66.6
258,5CDN,1,120L,-26,75.4
258,5CDN,1,120L,-25,80.2
258,5CDN,1,120L,-24,84.1
258,5CDN,1,120L,-23,86.4
258,5CDN,1,120L,-22,90.9
258,5CDN,1,120L,-21,96.4
258,5CDN,1,120L,-20,0.0
258,5CDN,1,120L,-19,4.5
258,5CDN,1,120L,-18,11.6
258,5CDN,1,120L,-17,16.2
258,5CDN,1,120L,-16,18.3
258,5CDN,1,120L,-15,25.5
258,5CDN,1,120L,-14,29.8
258,5CDN,1,120L,-13,36.0
258,5CDN,1,120L,-12,39.3
258,5CDN,1,120L,-11,44.6
258,5CDN,1,120L,-10,48.4
258,5CDN,1,120L,-9,53.8
258,5CDN,1,120L,-8,55.0
258,5CDN,1,120L,-7,61.4
258,5CDN,1,120L,-6,66.1
258,5CDN,1,120L,-5,70.5
258,5CDN,1,120L,-4,76.1
258,5CDN,1,120L,-3,81.1
258,5CDN,1,120L,-2,85.3
258,5CDN,1,120L,-1,89.1
258,5CDN,1,120L,0,92.9
259,PEIN,1,120L,-29,2.2
259,PEIN,1,120L,-28,3.7
259,PEIN,1,120L,-27,8.5
259,PEIN,1,120L,-26,9.8
259,PEIN,1,120L,-25,16.1
259,PEIN,1,120L,-24,19.3
259,PEIN,1,120L,-23,22.4
259,PEIN,1,120L,-22,29.2
259,PEIN,1,120L,-21,28.7
259,PEIN,1,120L,-20,35.1
259,PEIN,1,120L,-19,40.9
259,PEIN,1,120L,-18,42.8
259,PEIN,1,120L,-17,44.8
259,PEIN,1,120L,-16,46.7
259,PEIN,1,120L,-15,50.0
259,PEIN,1,120L,-14,55.0
259,PEIN,1,120L,-13,58.2
259,PEIN,1,120L,-12,61.7
259,PEIN,1,120L,-11,65.9
259,PEIN,1,120L,-10,69.9
259,PEIN,1,120L,-9,74.3
259,PEIN,1,120L,-8,75.4
259,PEIN,1,120L,-7,79.8
259,PEIN,1,120L,-6,84.2
259,PEIN,1,120L,-5,87.7
259,PEIN,1,120L,-4,94.4
259,PEIN,1,120L,-3,95.6
259,PEIN,1,120L,-2,96.4
259,PEIN,1,120L,-1,3.0
259,PEIN,1,120L,0,6.8
260,FOAUWV,1,240L,-29,66.1
260,FOAUWV,1,240L,-28,67.0
260,FOAUWV,1,240L,-27,74.7
260,FOAUWV,1,240L,-26,79.2
260,FOAUWV,1,240L,-25,85.0
260,FOAUWV,1,240L,-24,91.8
260,FOAUWV,1,240L,-23,95.2
260,FOAUWV,1,240L,-22,98.7
260,FOAUWV,1,240L,-21,6.4
260,FOAUWV,1,240L,-20,8.9
260,FOAUWV,1,240L,-19,15.3
260,FOAUWV,1,240L,-18,18.2
260,FOAUWV,1,240L,-17,23.8
260,FOAUWV,1,240L,-16,30.6
260,FOAUWV,1,240L,-15,36.2
260,FOAUWV,1,240L,-14,38.2
260,FOAUWV,1,240L,-13,46.7
260,FOAUWV,1,240L,-12,49.9
260,FOAUWV,1,240L,-11,58.2
260,FOAUWV,1,240L,-10,60.9
260,FOAUWV,1,240L,-9,64.9
260,FOAUWV,1,240L,-8,71.9
260,FOAUWV,1,240L,-7,75.5
260,FOAUWV,1,240L,-6,84.0
260,FOAUWV,1,240L,-5,87.2
260,FOAUWV,1,240L,-4,92.1
260,FOAUWV,1,240L,-3,98.4
260,FOAUWV,1,240L,-2,1.2
260,FOAUWV,1,240L,-1,5.9
260,FOAUWV,1,240L,0,13.6
261,IANB,1,120L,-29,34.8
261,IANB,1,120L,-28,43.3
261,IANB,1,120L,-27,48.4
261,IANB,1,120L,-26,51.3
261,IANB,1,120L,-25,57.8
261,IANB,1,120L,-24,63.0
261,IANB,1,120L,-23,72.5
261,IANB,1,120L,-22,76.8
261,IANB,1,120L,-21,80.4
261,IANB,1,120L,-20,87.5
261,IANB,1,120L,-19,90.1
261,IANB,1,120L,-18,96.7
261,IANB,1,120L,-17,3.5
261,IANB,1,120L,-16,9.6
261,IANB,1,120L,-15,14.3
261,IANB,1,120L,-14,20.4
261,IANB,1,120L,-13,25.7
261,IANB,1,120L,-12,30.9
261,IANB,1,120L,-11,36.3
261,IANB,1,120L,-10,41.7
261,IANB,1,120L,-9,48.2
261,IANB,1,120L,-8,54.1
261,IANB,1,120L,-7,59.3
261,IANB,1,120L,-6,62.8
261,IANB,1,120L,-5,68.6
261,IANB,1,120L,-4,76.3
261,IANB,1,120L,-3,83.5
261,IANB,1,120L,-2,87.1
261,IANB,1,120L,-1,91.8
261,IANB,1,120L,0,98.3
262,6RCW,1,120L,-29,34.7
262,6RCW,1,120L,-28,41.7
262,6RCW,1,120L,-27,43.3
262,6RCW,1,120L,-26,45.4
262,6RCW,1,120L,-25,49.5
262,6RCW,1,120L,-24,52.3
262,6RCW,1,120L,-23,58.3
262,6RCW,1,120L,-22,59.4
262,6RCW,1,120L,-21,63.3
262,6RCW,1,120L,-20,67.2
262,6RCW,1,120L,-19,68.6
262,6RCW,1,120L,-18,73.3
262,6RCW,1,120L,-17,76.8
262,6RCW,1,120L,-16,77.4
262,6RCW,1,120L,-15,83.4
262,6RCW,1,120L,-14,86.3
262,6RCW,1,120L,-13,89.9
262,6RCW,1,120L,-12,93.1
262,6RCW,1,120L,-11,96.7
262,6RCW,1,120L,-10,100.0
262,6RCW,1,120L,-9,1.2
262,6RCW,1,120L,-8,5.8
262,6RCW,1,120L,-7,10.7
262,6RCW,1,120L,-6,13.7
262,6RCW,1,120L,-5,17.0
262,6RCW,1,120L,-4,23.8
262,6RCW,1,120L,-3,23.9
262,6RCW,1,120L,-2,28.0
262,6RCW,1,120L,-1,29.2
262,6RCW,1,120L,0,31.5
263,OJJ3,1,120L,-29,92.4
263,OJJ3,1,120L,-28,95.0
263,OJJ3,1,120L,-27,98.0
263,OJJ3,1,120L,-26,0.2
263,OJJ3,1,120L,-25,3.0
263,OJJ3,1,120L,-24,6.3
263,OJJ3,1,120L,-23,10.8
263,OJJ3,1,120L,-22,14.0
263,OJJ3,1,120L,-21,14.3
263,OJJ3,1,120L,-20,20.0
263,OJJ3,1,120L,-19,20.9
263,OJJ3,1,120L,-18,25.7
263,OJJ3,1,120L,-17,27.7
263,OJJ3,1,120L,-16,33.4
263,OJJ3,1,120L,-15,33.5
263,OJJ3,1,120L,-14,37.5
263,OJJ3,1,120L,-13,41.2
263,OJJ3,1,120L,-12,42.0
263,OJJ3,1,120L,-11,46.3
263,OJJ3,1,120L,-10,49.0
263,OJJ3,1,120L,-9,51.7
263,OJJ3,1,120L,-8,54.9
263,OJJ3,1,120L,-7,60.3
263,OJJ3,1,120L,-6,60.8
263,OJJ3,1,120L,-5,65.6
263,OJJ3,1,120L,-4,68.2
263,OJJ3,1,120L,-3,68.7
263,OJJ3,1,120L,-2,74.7
263,OJJ3,1,120L,-1,74.8
263,OJJ3,1,120L,0,80.9
264,PI7FPO,1,120L,-29,43.1
264,PI7FPO,1,120L,-28,49.8
264,PI7FPO,1,120L,-27,55.6
264,PI7FPO,1,120L,-26,57.5
264,PI7FPO,1,120L,-25,62.4
264,PI7FPO,1,120L,-24,68.6
264,PI7FPO,1,120L,-23,73.2
264,PI7FPO,1,120L,-22,73.4
264,PI7FPO,1,120L,-21,84.7
264,PI7FPO,1,120L,-20,87.1
264,PI7FPO,1,120L,-19,91.9
264,PI7FPO,1,120L,-18,95.2
264,PI7FPO,1,120L,-17,0.0
264,PI7FPO,1,120L,-16,5.6
264,PI7FPO,1,120L,-15,8.4
264,PI7FPO,1,120L,-14,14.6
264,PI7FPO,1,120L,-13,18.0
264,PI7FPO,1,120L,-12,23.3
264,PI7FPO,1,120L,-11,26.4
264,PI7FPO,1,120L,-10,33.4
264,PI7FPO,1,120L,-9,34.9
264,PI7FPO,1,120L,-8,44.7
264,PI7FPO,1,120L,-7,49.3
264,PI7FPO,1,120L,-6,52.9
264,PI7FPO,1,120L,-5,57.0
264,PI7FPO,1,120L,-4,59.5
264,PI7FPO,1,120L,-3,66.0
264,PI7FPO,1,120L,-2,68.7
264,PI7FPO,1,120L,-1,71.1
264,PI7FPO,1,120L,0,80.3
265,MB3T,1,120L,-29,33.2
265,MB3T,1,120L,-28,35.4
265,MB3T,1,120L,-27,40.4
265,MB3T,1,120L,-26,42.6
265,MB3T,1,120L,-25,50.8
265,MB3T,1,120L,-24,51.0
265,MB3T,1,120L,-23,57.8
265,MB3T,1,120L,-22,60.2
265,MB3T,1,120L,-21,63.3
265,MB3T,1,120L,-20,69.8
265,MB3T,1,120L,-19,73.0
265,MB3T,1,120L,-18,78.8
265,MB3T,1,120L,-17,79.7
265,MB3T,1,120L,-16,84.5
265,MB3T,1,120L,-15,86.0
265,MB3T,1,120L,-14,90.4
265,MB3T,1,120L,-13,100.0
265,MB3T,1,120L,-12,4.8
265,MB3T,1,120L,-11,5.9
265,MB3T,1,120L,-10,8.5
265,MB3T,1,120L,-9,13.3
265,MB3T,1,120L,-8,19.1
265,MB3T,1,120L,-7,21.0
265,MB3T,1,120L,-6,26.2
265,MB3T,1,120L,-5,29.9
265,MB3T,1,120L,-4,33.0
265,MB3T,1,120L,-3,37.1
265,MB3T,1,120L,-2,42.4
265,MB3T,1,120L,-1,44.5
265,MB3T,1,120L,0,50.7
266,DAES,1,120L,-29,77.1
266,DAES,1,120L,-28,77.9
266,DAES,1,120L,-27,82.6
266,DAES,1,120L,-26,81.6
266,DAES,1,120L,-25,86.6
266,DAES,1,120L,-24,90.4
266,DAES,1,120L,-23,96.3
266,DAES,1,120L,-22,93.6
266,DAES,1,120L,-21,99.4
266,DAES,1,120L,-20,4.8
266,DAES,1,120L,-19,4.5
266,DAES,1,120L,-18,8.5
266,DAES,1,120L,-17,12.3
266,DAES,1,120L,-16,15.2
266,DAES,1,120L,-15,20.3
266,DAES,1,120L,-14,21.7
266,DAES,1,120L,-13,26.1
266,DAES,1,120L,-12,26.6
266,DAES,1,120L,-11,29.1
266,DAES,1,120L,-10,33.0
266,DAES,1,120L,-9,34.7
266,DAES,1,120L,-8,40.2
266,DAES,1,120L,-7,41.9
266,DAES,1,120L,-6,44.6
266,DAES,1,120L,-5,49.4
266,DAES,1,120L,-4,50.0
266,DAES,1,120L,-3,56.0
266,DAES,1,120L,-2,57.1
266,DAES,1,120L,-1,62.7
266,DAES,1,120L,0,63.4
267,QKYD,1,120L,-29,25.1
267,QKYD,1,120L,-28,29.5
267,QKYD,1,120L,-27,32.0
267,QKYD,1,120L,-26,32.8
267,QKYD,1,120L,-25,40.3
267,QKYD,1,120L,-24,42.2
267,QKYD,1,120L,-23,47.0
267,QKYD,1,120L,-22,50.3
267,QKYD,1,120L,-21,51.6
267,QKYD,1,120L,-20,54.9
267,QKYD,1,120L,-19,60.7
267,QKYD,1,120L,-18,62.8
267,QKYD,1,120L,-17,68.1
267,QKYD,1,120L,-16,69.9
267,QKYD,1,120L,-15,75.2
267,QKYD,1,120L,-14,77.8
267,QKYD,1,120L,-13,81.1
267,QKYD,1,120L,-12,83.6
267,QKYD,1,120L,-11,88.0
267,QKYD,1,120L,-10,92.9
267,QKYD,1,120L,-9,94.5
267,QKYD,1,120L,-8,98.9
267,QKYD,1,120L,-7,1.7
267,QKYD,1,120L,-6,5.3
267,QKYD,1,120L,-5,11.1
267,QKYD,1,120L,-4,13.9
267,QKYD,1,120L,-3,15.7
267,QKYD,1,120L,-2,19.3
267,QKYD,1,120L,-1,21.5
267,QKYD,1,120L,0,25.7
268,6732,1,120L,-29,41.4
268,6732,1,120L,-28,42.4
268,6732,1,120L,-27,49.4
268,6732,1,120L,-26,51.7
268,6732,1,120L,-25,54.2
268,6732,1,120L,-24,61.5
268,6732,1,120L,-23,65.6
268,6732,1,120L,-22,67.6
268,6732,1,120L,-21,72.1
268,6732,1,120L,-20,76.1
268,6732,1,120L,-19,80.9
268,6732,1,120L,-18,83.7
268,6732,1,120L,-17,84.5
268,6732,1,120L,-16,93.4
268,6732,1,120L,-15,95.8
268,6732,1,120L,-14,97.3
268,6732,1,120L,-13,0.4
268,6732,1,120L,-12,6.5
268,6732,1,120L,-11,9.2
268,6732,1,120L,-10,14.0
268,6732,1,120L,-9,18.4
268,6732,1,120L,-8,20.3
268,6732,1,120L,-7,23.3
268,6732,1,120L,-6,29.5
268,6732,1,120L,-5,31.9
268,6732,1,120L,-4,36.8
268,6732,1,120L,-3,38.4
268,6732,1,120L,-2,43.9
268,6732,1,120L,-1,49.2
268,6732,1,120L,0,52.9
269,OCG2,1,120L,-29,24.5
269,OCG2,1,120L,-28,32.2
269,OCG2,1,120L,-27,39.0
269,OCG2,1,120L,-26,44.7
269,OCG2,1,120L,-25,49.3
269,OCG2,1,120L,-24,56.5
269,OCG2,1,120L,-23,64.3
269,OCG2,1,120L,-22,68.3
269,OCG2,1,120L,-21,71.5
269,OCG2,1,120L,-20,80.2
269,OCG2,1,120L,-19,88.9
269,OCG2,1,120L,-18,89.9
269,OCG2,1,120L,-17,97.8
269,OCG2,1,120L,-16,3.4
269,OCG2,1,120L,-15,9.8
269,OCG2,1,120L,-14,15.9
269,OCG2,1,120L,-13,23.3
269,OCG2,1,120L,-12,27.6
269,OCG2,1,120L,-11,35.4
269,OCG2,1,120L,-10,39.3
269,OCG2,1,120L,-9,44.9
269,OCG2,1,120L,-8,50.3
269,OCG2,1,120L,-7,54.6
269,OCG2,1,120L,-6,63.7
269,OCG2,1,120L,-5,72.3
269,OCG2,1,120L,-4,75.9
269,OCG2,1,120L,-3,82.2
269,OCG2,1,120L,-2,86.5
269,OCG2,1,120L,-1,92.7
269,OCG2,1,120L,0,100.0
270,BGGG,1,120L,-29,18.3
270,BGGG,1,120L,-28,21.2
270,BGGG,1,120L,-27,25.5
270,BGGG,1,120L,-26,28.1
270,BGGG,1,120L,-25,31.1
270,BGGG,1,120L,-24,35.6
270,BGGG,1,120L,-23,41.4
270,BGGG,1,120L,-22,44.9
270,BGGG,1,120L,-21,47.1
270,BGGG,1,120L,-20,53.3
270,BGGG,1,120L,-19,56.9
270,BGGG,1,120L,-18,59.7
270,BGGG,1,120L,-17,64.9
270,BGGG,1,120L,-16,69.0
270,BGGG,1,120L,-15,72.6
270,BGGG,1,120L,-14,79.0
270,BGGG,1,120L,-13,78.7
270,BGGG,1,120L,-12,82.6
270,BGGG,1,120L,-11,89.7
270,BGGG,1,120L,-10,93.8
270,BGGG,1,120L,-9,98.3
270,BGGG,1,120L,-8,0.9
270,BGGG,1,120L,-7,4.4
270,BGGG,1,120L,-6,9.8
270,BGGG,1,120L,-5,13.2
270,BGGG,1,120L,-4,20.2
270,BGGG,1,120L,-3,21.4
270,BGGG,1,120L,-2,25.9
270,BGGG,1,120L,-1,33.7
270,BGGG,1,120L,0,33.7
271,63TS,1,120L,-29,38.1
271,63TS,1,120L,-28,42.1
271,63TS,1,120L,-27,45.2
271,63TS,1,120L,-26,48.9
271,63TS,1,120L,-25,52.6
271,63TS,1,120L,-24,55.4
271,63TS,1,120L,-23,60.6
271,63TS,1,120L,-22,67.0
271,63TS,1,120L,-21,69.6
271,63TS,1,120L,-20,72.0
271,63TS,1,120L,-19,76.7
271,63TS,1,120L,-18,77.9
271,63TS,1,120L,-17,82.6
271,63TS,1,120L,-16,88.3
271,63TS,1,120L,-15,92.9
271,63TS,1,120L,-14,93.3
271,63TS,1,120L,-13,97.6
271,63TS,1,120L,-12,5.4
271,63TS,1,120L,-11,6.1
271,63TS,1,120L,-10,12.5
271,63TS,1,120L,-9,13.9
271,63TS,1,120L,-8,17.8
271,63TS,1,120L,-7,20.8
271,63TS,1,120L,-6,26.5
271,63TS,1,120L,-5,30.9
271,63TS,1,120L,-4,31.2
271,63TS,1,120L,-3,36.0
271,63TS,1,120L,-2,41.7
271,63TS,1,120L,-1,44.0
271,63TS,1,120L,0,47.3
272,5R2U,1,120L,-29,34.9
272,5R2U,1,120L,-28,41.3
272,5R2U,1,120L,-27,44.6
272,5R2U,1,120L,-26,50.4
272,5R2U,1,120L,-25,57.3
272,5R2U,1,120L,-24,62.6
272,5R2U,1,120L,-23,66.5
272,5R2U,1,120L,-22,72.3
272,5R2U,1,120L,-21,77.1
272,5R2U,1,120L,-20,84.8
272,5R2U,1,120L,-19,86.6
272,5R2U,1,120L,-18,93.4
272,5R2U,1,120L,-17,0.0
272,5R2U,1,120L,-16,6.3
272,5R2U,1,120L,-15,8.4
272,5R2U,1,120L,-14,16.5
272,5R2U,1,120L,-13,24.3
272,5R2U,1,120L,-12,29.8
272,5R2U,1,120L,-11,30.0
272,5R2U,1,120L,-10,38.5
272,5R2U,1,120L,-9,42.0
272,5R2U,1,120L,-8,47.1
272,5R2U,1,120L,-7,54.1
272,5R2U,1,120L,-6,61.5
272,5R2U,1,120L,-5,65.9
272,5R2U,1,120L,-4,69.4
272,5R2U,1,120L,-3,76.9
272,5R2U,1,120L,-2,77.8
272,5R2U,1,120L,-1,85.5
272,5R2U,1,120L,0,90.8
273,B2RM,1,120L,-29,0.0
273,B2RM,1,120L,-28,3.4
273,B2RM,1,120L,-27,6.7
273,B2RM,1,120L,-26,10.5
273,B2RM,1,120L,-25,14.6
273,B2RM,1,120L,-24,17.5
273,B2RM,1,120L,-23,20.2
273,B2RM,1,120L,-22,24.6
273,B2RM,1,120L,-21,28.7
273,B2RM,1,120L,-20,30.0
273,B2RM,1,120L,-19,34.2
273,B2RM,1,120L,-18,39.4
273,B2RM,1,120L,-17,39.4
273,B2RM,1,120L,-16,47.2
273,B2RM,1,120L,-15,45.9
273,B2RM,1,120L,-14,50.8
273,B2RM,1,120L,-13,53.3
273,B2RM,1,120L,-12,61.4
273,B2RM,1,120L,-11,60.8
273,B2RM,1,120L,-10,64.2
273,B2RM,1,120L,-9,67.8
273,B2RM,1,120L,-8,71.9
273,B2RM,1,120L,-7,74.7
273,B2RM,1,120L,-6,78.4
273,B2RM,1,120L,-5,76.7
273,B2RM,1,120L,-4,85.5
273,B2RM,1,120L,-3,88.8
273,B2RM,1,120L,-2,93.7
273,B2RM,1,120L,-1,97.6
273,B2RM,1,120L,0,98.7
274,UFIX,1,120L,-29,32.5
274,UFIX,1,120L,-28,36.3
274,UFIX,1,120L,-27,41.2
274,UFIX,1,120L,-26,48.6
274,UFIX,1,120L,-25,56.8
274,UFIX,1,120L,-24,60.8
274,UFIX,1,120L,-23,68.7
274,UFIX,1,120L,-22,71.2
274,UFIX,1,120L,-21,79.7
274,UFIX,1,120L,-20,83.0
274,UFIX,1,120L,-19,90.2
274,UFIX,1,120L,-18,96.0
274,UFIX,1,120L,-17,2.5
274,UFIX,1,120L,-16,7.8
274,UFIX,1,120L,-15,12.1
274,UFIX,1,120L,-14,20.4
274,UFIX,1,120L,-13,27.5
274,UFIX,1,120L,-12,29.9
274,UFIX,1,120L,-11,33.9
274,UFIX,1,120L,-10,43.2
274,UFIX,1,120L,-9,47.8
274,UFIX,1,120L,-8,54.0
274,UFIX,1,120L,-7,60.9
274,UFIX,1,120L,-6,65.2
274,UFIX,1,120L,-5,71.3
274,UFIX,1,120L,-4,77.4
274,UFIX,1,120L,-3,85.7
274,UFIX,1,120L,-2,89.3
274,UFIX,1,120L,-1,93.3
274,UFIX,1,120L,0,0.0
275,YWXV37,1,120L,-29,83.6
275,YWXV37,1,120L,-28,87.1
275,YWXV37,1,120L,-27,94.6
275,YWXV37,1,120L,-26,98.8
275,YWXV37,1,120L,-25,1.4
275,YWXV37,1,120L,-24,6.5
275,YWXV37,1,120L,-23,10.6
275,YWXV37,1,120L,-22,15.3
275,YWXV37,1,120L,-21,19.5
275,YWXV37,1,120L,-20,18.8
275,YWXV37,1,120L,-19,26.6
275,YWXV37,1,120L,-18,31.9
275,YWXV37,1,120L,-17,34.6
275,YWXV37,1,120L,-16,39.5
275,YWXV37,1,120L,-15,44.7
275,YWXV37,1,120L,-14,47.8
275,YWXV37,1,120L,-13,54.2
275,YWXV37,1,120L,-12,57.7
275,YWXV37,1,120L,-11,60.0
275,YWXV37,1,120L,-10,64.1
275,YWXV37,1,120L,-9,64.3
275,YWXV37,1,120L,-8,72.2
275,YWXV37,1,120L,-7,74.8
275,YWXV37,1,120L,-6,81.4
275,YWXV37,1,120L,-5,85.4
275,YWXV37,1,120L,-4,90.4
275,YWXV37,1,120L,-3,95.6
275,YWXV37,1,120L,-2,97.6
275,YWXV37,1,120L,-1,5.3
275,YWXV37,1,120L,0,6.3
276,LKP3XO,1,120L,-29,59.0
276,LKP3XO,1,120L,-28,63.8
276,LKP3XO,1,120L,-27,64.9
276,LKP3XO,1,120L,-26,69.2
276,LKP3XO,1,120L,-25,72.8
276,LKP3XO,1,120L,-24,75.7
276,LKP3XO,1,120L,-23,81.0
276,LKP3XO,1,120L,-22,84.1
276,LKP3XO,1,120L,-21,88.2
276,LKP3XO,1,120L,-20,89.3
276,LKP3XO,1,120L,-19,95.0
276,LKP3XO,1,120L,-18,94.5
276,LKP3XO,1,120L,-17,97.8
276,LKP3XO,1,120L,-16,1.4
276,LKP3XO,1,120L,-15,6.6
276,LKP3XO,1,120L,-14,11.8
276,LKP3XO,1,120L,-13,12.4
276,LKP3XO,1,120L,-12,16.0
276,LKP3XO,1,120L,-11,19.7
276,LKP3XO,1,120L,-10,24.3
276,LKP3XO,1,120L,-9,26.1
276,LKP3XO,1,120L,-8,29.3
276,LKP3XO,1,120L,-7,31.5
276,LKP3XO,1,120L,-6,36.0
276,LKP3XO,1,120L,-5,42.0
276,LKP3XO,1,120L,-4,43.7
276,LKP3XO,1,120L,-3,45.8
276,LKP3XO,1,120L,-2,52.1
276,LKP3XO,1,120L,-1,52.8
276,LKP3XO,1,120L,0,59.1
277,QZMA,1,120L,-29,53.3
277,QZMA,1,120L,-28,56.9
277,QZMA,1,120L,-27,68.4
277,QZMA,1,120L,-26,71.5
277,QZMA,1,120L,-25,76.3
277,QZMA,1,120L,-24,84.1
277,QZMA,1,120L,-23,89.6
277,QZMA,1,120L,-22,96.4
277,QZMA,1,120L,-21,0.0
277,QZMA,1,120L,-20,6.7
277,QZMA,1,120L,-19,10.3
277,QZMA,1,120L,-18,19.0
277,QZMA,1,120L,-17,23.9
277,QZMA,1,120L,-16,30.2
277,QZMA,1,120L,-15,35.5
277,QZMA,1,120L,-14,41.2
277,QZMA,1,120L,-13,46.1
277,QZMA,1,120L,-12,54.5
277,QZMA,1,120L,-11,61.5
277,QZMA,1,120L,-10,64.3
277,QZMA,1,120L,-9,71.8
277,QZMA,1,120L,-8,77.5
277,QZMA,1,120L,-7,82.8
277,QZMA,1,120L,-6,86.4
277,QZMA,1,120L,-5,92.6
277,QZMA,1,120L,-4,0.0
277,QZMA,1,120L,-3,3.1
277,QZMA,1,120L,-2,14.3
277,QZMA,1,120L,-1,18.7
277,QZMA,1,120L,0,24.0
278,NNJ2KY,1,120L,-29,0.2
278,NNJ2KY,1,120L,-28,8.0
278,NNJ2KY,1,120L,-27,8.9
278,NNJ2KY,1,120L,-26,16.1
278,NNJ2KY,1,120L,-25,18.9
278,NNJ2KY,1,120L,-24,24.6
278,NNJ2KY,1,120L,-23,31.1
278,NNJ2KY,1,120L,-22,33.7
278,NNJ2KY,1,120L,-21,38.0
278,NNJ2KY,1,120L,-20,46.0
278,NNJ2KY,1,120L,-19,48.8
278,NNJ2KY,1,120L,-18,55.2
278,NNJ2KY,1,120L,-17,57.4
278,NNJ2KY,1,120L,-16,65.4
278,NNJ2KY,1,120L,-15,68.6
278,NNJ2KY,1,120L,-14,73.7
278,NNJ2KY,1,120L,-13,78.1
278,NNJ2KY,1,120L,-12,82.0
278,NNJ2KY,1,120L,-11,87.6
278,NNJ2KY,1,120L,-10,91.8
278,NNJ2KY,1,120L,-9,98.7
278,NNJ2KY,1,120L,-8,1.9
278,NNJ2KY,1,120L,-7,4.8
278,NNJ2KY,1,120L,-6,9.3
278,NNJ2KY,1,120L,-5,14.1
278,NNJ2KY,1,120L,-4,22.5
278,NNJ2KY,1,120L,-3,24.7
278,NNJ2KY,1,120L,-2,31.7
278,NNJ2KY,1,120L,-1,36.3
278,NNJ2KY,1,120L,0,40.9
279,6BQJ,1,120L,-29,21.5
279,6BQJ,1,120L,-28,20.8
279,6BQJ,1,120L,-27,27.9
279,6BQJ,1,120L,-26,32.6
279,6BQJ,1,120L,-25,37.9
279,6BQJ,1,120L,-24,41.5
279,6BQJ,1,120L,-23,40.5
279,6BQJ,1,120L,-22,45.6
279,6BQJ,1,120L,-21,47.3
279,6BQJ,1,120L,-20,55.4
279,6BQJ,1,120L,-19,58.2
279,6BQJ,1,120L,-18,60.8
279,6BQJ,1,120L,-17,64.0
279,6BQJ,1,120L,-16,69.4
279,6BQJ,1,120L,-15,72.7
279,6BQJ,1,120L,-14,76.2
279,6BQJ,1,120L,-13,78.6
279,6BQJ,1,120L,-12,81.0
