Car,Datetime,Id,Capacity,Address,route_id,fill_level,latitudine,longitudine
SB-30-SOM,2024-10-15 05:54:11+00:00,KZ5MXH,120L,"Strada Ștefan cel Mare 193B, Sibiu, Romania",2,15%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 06:32:13+00:00,BUF4AK,120L,"Strada Ștefan cel Mare 152, Sibiu, Romania",2,55%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 06:33:23+00:00,GWASFK,120L,"Strada Ștefan cel Mare 152-154, Sibiu, Romania",2,11%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 06:36:05+00:00,VMOKD2,1.100L,"Strada Ștefan cel Mare 152, Sibiu, Romania",2,86%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 06:39:11+00:00,AKGA,120L,"Strada Caprelor 2, Sibiu, Romania",2,38%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 06:41:34+00:00,EA3A,120L,"Strada Ștefan cel Mare 147, Sibiu, Romania",2,97%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 06:50:39+00:00,ZBQW67,120L,"Strada Ștefan cel Mare 147, Sibiu, Romania",2,26%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 06:54:16+00:00,XKR4,120L,"Strada Ștefan cel Mare 137 B, Sibiu, Romania",2,72%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 06:56:06+00:00,IIJR,120L,"Strada Ștefan cel Mare 137 B, Sibiu, Romania",2,96%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:06:51+00:00,TSFP,120L,"Strada Ștefan cel Mare 127, Sibiu, Romania",2,38%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:07:01+00:00,TXASO3,120L,"Strada Ștefan cel Mare 125, Sibiu, Romania",2,11%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:08:36+00:00,X2NJ,120L,"Strada Ștefan cel Mare 128, Sibiu, Romania",2,11%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:08:53+00:00,YHSC,120L,"Strada Ștefan cel Mare 135, Sibiu, Romania",2,3%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:09:12+00:00,F7J4,120L,"Strada Ștefan cel Mare 126 A, Sibiu, Romania",2,4%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:10:45+00:00,LD6EBW,120L,"Strada Pacii 2, Sibiu, Romania",2,19%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:10:47+00:00,FU5H,120L,"Strada Pacii 4, Sibiu, Romania",2,48%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:11:20+00:00,GODE,120L,"Strada Pacii 4, Sibiu, Romania",2,99%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:12:03+00:00,F64N,120L,"Strada Ștefan cel Mare 137, Sibiu, Romania",2,65%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:13:20+00:00,RRX4RQ,120L,"Strada Rampa Ștefan cel Mare 1, Sibiu, Romania",2,94%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:13:54+00:00,54YS,120L,"Strada Ștefan cel Mare 1, Sibiu, Romania",2,53%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:14:32+00:00,227VKI,120L,"Strada Rampa Ștefan cel Mare 5, Sibiu, Romania",2,76%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:15:08+00:00,F376,120L,"Strada Rampa Ștefan cel Mare 8, Sibiu, Romania",2,60%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:15:24+00:00,3X5QFQ,120L,"Strada Rampa Ștefan cel Mare 8, Sibiu, Romania",2,73%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:15:26+00:00,3SWQ2K,120L,"Strada Semaforului 2, Sibiu, Romania",2,2%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:16:32+00:00,EXYR,120L,"Strada Rampa Ștefan cel Mare 10, Sibiu, Romania",2,67%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:18:26+00:00,JGB3U2,1.100L,"Strada Rampa Ștefan cel Mare FN, Sibiu, Romania",2,50%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:23:42+00:00,ECGQHK,240L,"Strada Ștefan cel Mare 74, Sibiu, Romania",2,66%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:32:42+00:00,57CM,120L,"Strada Ștefan cel Mare 119 A, Sibiu, Romania",2,93%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:33:42+00:00,DKB6,120L,"Strada Ștefan cel Mare 111, Sibiu, Romania",2,58%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:35:05+00:00,GQCD,120L,"Strada Ștefan cel Mare 99, Sibiu, Romania",2,60%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:35:06+00:00,BWSI,120L,"Strada Ștefan cel Mare 99, Sibiu, Romania",2,54%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:35:51+00:00,IEIH,120L,"Strada Ștefan cel Mare 93, Sibiu, Romania",2,55%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:38:22+00:00,VHIH,120L,"Strada Ștefan cel Mare 77, Sibiu, Romania",2,43%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:38:57+00:00,EMLY,120L,"Strada Ștefan cel Mare 75, Sibiu, Romania",2,76%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:39:01+00:00,EP3I,120L,"Strada Ștefan cel Mare 75 B, Sibiu, Romania",2,84%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:39:49+00:00,CODXPK,120L,"Strada Ștefan cel Mare 73, Sibiu, Romania",2,40%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:41:45+00:00,AUAARV,240L,"Strada Ștefan cel Mare 57 A, Sibiu, Romania",2,42%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:41:46+00:00,5NWM,120L,"Strada Ștefan cel Mare 59, Sibiu, Romania",2,67%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:42:24+00:00,H43MHV,120L,"Strada Ștefan cel Mare 55, Sibiu, Romania",2,25%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:44:30+00:00,62BG,120L,"Strada Balea 37, Sibiu, Romania",2,88%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:44:52+00:00,7PMF,120L,"Strada Diaconul Coresi 2, Sibiu, Romania",2,73%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:45:21+00:00,4PS6,120L,"Strada Diaconul Coresi 2 C, Sibiu, Romania",2,47%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:45:28+00:00,K6XJ,120L,"Strada Diaconul Coresi 3, Sibiu, Romania",2,83%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:45:56+00:00,N2M7,120L,"Strada Diaconul Coresi 4, Sibiu, Romania",2,16%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:46:33+00:00,EFTB,120L,"Strada Axente Sever 37, Sibiu, Romania",2,6%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:50:38+00:00,CF3L,120L,"Strada Balea 35, Sibiu, Romania",2,3%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:51:02+00:00,QJNV,120L,"Strada Balea 33, Sibiu, Romania",2,26%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:52:39+00:00,5XXV2R,120L,"Strada Balea 25, Sibiu, Romania",2,76%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:54:05+00:00,UQOC,120L,"Strada Balea 19, Sibiu, Romania",2,22%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:56:40+00:00,XI3J,120L,"Strada Balea 11, Sibiu, Romania",2,22%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:57:21+00:00,BPKS,120L,"Strada Balea 7, Sibiu, Romania",2,35%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:58:02+00:00,ZJBL,120L,"Strada Balea 7, Sibiu, Romania",2,82%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 07:58:37+00:00,PZWGRR,120L,"Strada Balea 3, Sibiu, Romania",2,86%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:02:40+00:00,BVG5KV,1.100L,"Strada Bâlea 8, Sibiu, Romania",2,56%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:04:28+00:00,EEB7,120L,"Strada Balea 12, Sibiu, Romania",2,62%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:05:36+00:00,5KKL,120L,"Strada Spartacus 13, Sibiu, Romania",2,75%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:06:04+00:00,AQRN,120L,"Strada Spartacus 13 A, Sibiu, Romania",2,21%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:06:43+00:00,6NINN2,120L,"Strada Spartacus 15, Sibiu, Romania",2,44%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:09:43+00:00,4GKMDN,120L,"Strada Balea 2, Sibiu, Romania",2,82%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:10:28+00:00,GKP3,120L,"Strada Constantin Noica 2, Sibiu, Romania",2,78%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:10:30+00:00,QGSO,120L,"Strada Constantin Noica 2, Sibiu, Romania",2,78%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:11:08+00:00,UTY5,120L,"Strada Constantin Noica 3, Sibiu, Romania",2,2%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:12:24+00:00,4IPOVU,120L,"Strada Constantin Noica 8, Sibiu, Romania",2,94%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:13:01+00:00,VVM3,120L,"Strada Constantin Noica 10, Sibiu, Romania",2,11%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:14:05+00:00,JLEN,120L,"Strada Constantin Noica 11, Sibiu, Romania",2,74%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:15:15+00:00,DX5X,120L,"Strada Vartopu 6, Sibiu, Romania",2,51%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:15:25+00:00,DXZE,120L,"Strada Vartopu 1, Sibiu, Romania",2,34%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:16:24+00:00,PHLC,120L,"Strada Constantin Noica 12, Sibiu, Romania",2,33%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:18:22+00:00,QMRW,240L,"Strada Constantin Noica 20 A, Sibiu, Romania",2,35%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:19:17+00:00,FU57,120L,"Strada Constantin Noica 23, Sibiu, Romania",2,41%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:19:33+00:00,7VIZ,120L,"Strada Constantin Noica 18, Sibiu, Romania",2,67%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:19:58+00:00,D7IW,120L,"Strada Constantin Noica 16, Sibiu, Romania",2,38%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:20:02+00:00,HV4N,120L,"Strada Constantin Noica 16, Sibiu, Romania",2,24%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:21:39+00:00,EELK,240L,"Strada Constantin Noica 20, Sibiu, Romania",2,2%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:22:17+00:00,X6RI,240L,"Strada Constantin Noica 20, Sibiu, Romania",2,40%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:23:15+00:00,VQ2Y,240L,"Strada Constantin Noica 20, Sibiu, Romania",2,13%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:23:44+00:00,Q3R2,120L,"Strada Constantin Noica 25, Sibiu, Romania",2,93%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:23:49+00:00,GLL3,120L,"Strada Constantin Noica 25, Sibiu, Romania",2,78%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:25:06+00:00,DQ7X,120L,"Strada Constantin Noica 22 A, Sibiu, Romania",2,92%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:25:27+00:00,KZ5DQA,120L,"Strada Constantin Noica 25 A, Sibiu, Romania",2,92%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:25:30+00:00,E5JX,120L,"Strada Constantin Noica 29, Sibiu, Romania",2,63%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:26:35+00:00,FZFR2E,120L,"Strada Constantin Noica 26, Sibiu, Romania",2,17%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:27:27+00:00,DFFQ,120L,"Strada Constantin Noica 33 A, Sibiu, Romania",2,56%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:27:53+00:00,XSDX,120L,"Strada Constantin Noica 33, Sibiu, Romania",2,36%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:28:03+00:00,DDMJ,120L,"Strada Constantin Noica 33 C, Sibiu, Romania",2,72%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:29:51+00:00,KOT4,120L,"Strada Constantin Noica 33 C, Sibiu, Romania",2,61%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:29:54+00:00,MG73,120L,"Strada Constantin Noica 37, Sibiu, Romania",2,83%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:30:25+00:00,GCGR,120L,"Strada Constantin Noica 39, Sibiu, Romania",2,83%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:31:14+00:00,D4FX,120L,"Strada Constantin Noica 43, Sibiu, Romania",2,20%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:31:46+00:00,V7GD,120L,"Strada Constantin Noica 36, Sibiu, Romania",2,36%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:32:22+00:00,LTYP,120L,"Strada Constantin Noica 43 A, Sibiu, Romania",2,43%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:32:24+00:00,EJU3,120L,"Strada Constantin Noica 45, Sibiu, Romania",2,89%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:33:09+00:00,VT3W,120L,"Strada Constantin Noica 47, Sibiu, Romania",2,59%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:33:24+00:00,T7XK,120L,"Strada Constantin Noica 42, Sibiu, Romania",2,58%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:34:12+00:00,NAV7,120L,"Strada Constantin Noica 44 A, Sibiu, Romania",2,21%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:34:14+00:00,LSZK,120L,"Strada Constantin Noica 44, Sibiu, Romania",2,38%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:34:37+00:00,ZCAOHD,120L,"Strada Revoluției 1, Sibiu, Romania",2,61%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:35:54+00:00,3ROR,120L,"Strada Constantin Noica 53, Sibiu, Romania",2,0%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:36:36+00:00,GGJR,120L,"Strada Constantin Noica 48, Sibiu, Romania",2,49%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:37:24+00:00,DHVY,120L,"Strada Berăriei 13, Sibiu, Romania",2,66%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:38:16+00:00,Z3Q6ZS,120L,"Strada Dobrun 10, Sibiu, Romania",2,98%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:38:47+00:00,L7HU,120L,"Strada Revoluției 5, Sibiu, Romania",2,41%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:39:50+00:00,I5QG,120L,"Strada Dobrun 8 A, Sibiu, Romania",2,95%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:40:22+00:00,FUQBCW,120L,"Strada Dobrun 4, Sibiu, Romania",2,38%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:41:01+00:00,D3OBAA,240L,"Strada Constantin Noica 60, Sibiu, Romania",2,11%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:43:54+00:00,GPBCWR,120L,"Strada Piața Unirii 4, Sibiu, Romania",2,75%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:44:04+00:00,3V624D,120L,"Strada Piața Unirii 4, Sibiu, Romania",2,43%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:52:10+00:00,UYY7,120L,"Strada Constantin Noica 54, Sibiu, Romania",2,8%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:52:15+00:00,XSW3,120L,"Strada Constantin Noica 54, Sibiu, Romania",2,5%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:52:27+00:00,KPWA,120L,"Strada Constantin Noica 54, Sibiu, Romania",2,98%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:52:32+00:00,FA6J,120L,"Strada Constantin Noica 54, Sibiu, Romania",2,82%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:53:13+00:00,GLGN,120L,"Strada Constantin Noica 48, Sibiu, Romania",2,37%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:54:40+00:00,QQAP,120L,"Strada Ștefan cel Mare 3, Sibiu, Romania",2,44%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:54:47+00:00,G7FJ,120L,"Strada Ștefan cel Mare 3 B, Sibiu, Romania",2,13%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:55:31+00:00,N67S,120L,"Strada Ștefan cel Mare 7, Sibiu, Romania",2,30%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:55:32+00:00,G5QV,120L,"Strada Ștefan cel Mare 7 A, Sibiu, Romania",2,39%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:55:49+00:00,G3LE,120L,"Strada Ștefan cel Mare 7 C, Sibiu, Romania",2,66%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:55:54+00:00,G2YI,120L,"Strada Ștefan cel Mare 7 D, Sibiu, Romania",2,87%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:56:09+00:00,G2MC,120L,"Strada Ștefan cel Mare 7 E, Sibiu, Romania",2,17%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:56:51+00:00,6W7P,120L,"Strada Ștefan cel Mare 11, Sibiu, Romania",2,44%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:57:30+00:00,FYQD,120L,"Strada Ștefan cel Mare 13 A, Sibiu, Romania",2,96%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:57:32+00:00,5X5M,120L,"Strada Ștefan cel Mare 15, Sibiu, Romania",2,56%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:57:46+00:00,65WS,120L,"Strada Ștefan cel Mare 15, Sibiu, Romania",2,37%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:58:17+00:00,5ZYU,120L,"Strada Ștefan cel Mare 15, Sibiu, Romania",2,3%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:58:30+00:00,FXZW,120L,"Strada Ștefan cel Mare 17 A, Sibiu, Romania",2,46%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:58:58+00:00,FWEG,120L,"Strada Ștefan cel Mare 17 C, Sibiu, Romania",2,24%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:58:59+00:00,FYNH,120L,"Strada Ștefan cel Mare 17 B, Sibiu, Romania",2,3%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:00:23+00:00,CCPU,120L,"Strada Ștefan cel Mare 21, Sibiu, Romania",2,62%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:00:52+00:00,FRNB,120L,"Strada Ștefan cel Mare 25 B, Sibiu, Romania",2,78%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:00:56+00:00,FT7Y,120L,"Strada Ștefan cel Mare 25 A, Sibiu, Romania",2,7%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:01:31+00:00,AW4G,120L,"Strada Ștefan cel Mare 23, Sibiu, Romania",2,35%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:01:34+00:00,NZQI,120L,"Strada Ștefan cel Mare 25, Sibiu, Romania",2,35%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:02:31+00:00,CKFH5G,120L,"Strada Ștefan cel Mare 25, Sibiu, Romania",2,63%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:02:33+00:00,TEIH26,120L,"Strada Ștefan cel Mare 25, Sibiu, Romania",2,65%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:03:00+00:00,FPAB,120L,"Strada Ștefan cel Mare 27 A, Sibiu, Romania",2,68%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:03:29+00:00,AFPX,120L,"Strada Ștefan cel Mare 4, Sibiu, Romania",2,68%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:03:31+00:00,FOII,120L,"Strada Ștefan cel Mare 4 A, Sibiu, Romania",2,54%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:59:19+00:00,35GWZ3,120L,"Strada Ștefan cel Mare FN, Sibiu, Romania",2,40%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:02:35+00:00,3JPC,120L,"Strada Ștefan cel Mare 166, Sibiu, Romania",2,24%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:02:38+00:00,JMFE,120L,"Strada Ștefan cel Mare 166, Sibiu, Romania",2,8%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:03:13+00:00,INLF2G,240L,"Strada Ștefan cel Mare 166, Sibiu, Romania",2,58%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:04:04+00:00,H2TG,120L,"Strada Ștefan cel Mare 166, Sibiu, Romania",2,100%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:04:31+00:00,6ZAW,120L,"Strada Ștefan cel Mare 166, Sibiu, Romania",2,84%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:15:02+00:00,4QKUNQ,240L,"Strada Ștefan cel Mare 197, Sibiu, Romania",2,56%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:18:18+00:00,EKDT,120L,"Strada Ștefan cel Mare FARA NR, Sibiu, Romania",2,63%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:27:13+00:00,IAUD,120L,"Strada Ștefan cel Mare 197 A, Sibiu, Romania",2,24%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:43:55+00:00,R4WTEU,120L,"Strada Ștefan cel Mare 152, Sibiu, Romania",2,88%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:54:12+00:00,NMLTD3,120L,"Strada Ștefan cel Mare 30, Sibiu, Romania",2,87%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:03:54+00:00,G5FQOZ,120L,"Strada Ștefan cel Mare 154, Sibiu, Romania",2,8%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:07:51+00:00,5WP3P7,120L,"Strada Ștefan cel Mare 154, Sibiu, Romania",2,36%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:09:33+00:00,TSPC,120L,"Strada Ștefan cel Mare 154, Sibiu, Romania",2,51%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:14:18+00:00,7KPVEF,1.100L,"Strada Ștefan cel Mare 156 A, Sibiu, Romania",2,51%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:15:30+00:00,2XBH6X,1.100L,"Strada Ștefan cel Mare 156 A, Sibiu, Romania",2,90%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:16:21+00:00,KAN4FM,1.100L,"Strada Ștefan cel Mare 156 A, Sibiu, Romania",2,83%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:17:48+00:00,SUQIZF,1.100L,"Strada Ștefan cel Mare 156 A, Sibiu, Romania",2,60%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:35:09+00:00,OTBUCR,1.100L,"Strada Ștefan cel Mare 156, Sibiu, Romania",2,53%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:35:44+00:00,J5ZR2S,1.100L,"Strada Ștefan cel Mare 156, Sibiu, Romania",2,31%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:36:48+00:00,E7LF5S,1.100L,"Strada Ștefan cel Mare 156, Sibiu, Romania",2,63%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:47:44+00:00,HZIOKD,120L,"Strada Semaforului BL 15, Sibiu, Romania",2,16%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:49:55+00:00,R2STNH,120L,"Strada Oncesti 10, Sibiu, Romania",2,49%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:50:44+00:00,ZOTG,120L,"Strada Oncesti 5, Sibiu, Romania",2,0%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:51:05+00:00,6OLS,120L,"Strada Oncesti 3, Sibiu, Romania",2,26%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:51:47+00:00,RYBY,120L,"Strada Oncesti 1, Sibiu, Romania",2,90%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:53:24+00:00,QUMGAG,1.100L,"Strada Semaforului 2, Sibiu, Romania",2,100%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:54:54+00:00,LGKG,120L,"Strada Semaforului 4, Sibiu, Romania",2,61%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:57:30+00:00,PINFYG,120L,"Strada Semaforului 7, Sibiu, Romania",2,21%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:24:16+00:00,OWQY,120L,"Strada Avram Iancu 12 A, Sibiu, Romania",3,45%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:25:27+00:00,OYQE,120L,"Strada Avram Iancu 13 A, Sibiu, Romania",3,65%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:25:30+00:00,OYZ4,120L,"Strada Avram Iancu 13 A, Sibiu, Romania",3,83%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:25:35+00:00,6B5I,120L,"Strada Avram Iancu 13, Sibiu, Romania",3,38%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:26:26+00:00,Y6KM,120L,"Strada Avram Iancu 10, Sibiu, Romania",3,11%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:27:24+00:00,PAED,120L,"Strada Avram Iancu 9 B, Sibiu, Romania",3,29%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:27:27+00:00,PAFF,120L,"Strada Avram Iancu 9 A, Sibiu, Romania",3,68%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:27:53+00:00,PABD,120L,"Strada Avram Iancu 9 C, Sibiu, Romania",3,46%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:27:56+00:00,6VNM,120L,"Strada Avram Iancu 9, Sibiu, Romania",3,13%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:28:44+00:00,73FS,120L,"Strada Avram Iancu 7, Sibiu, Romania",3,44%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:28:57+00:00,FQWK,120L,"Strada Avram Iancu 8, Sibiu, Romania",3,65%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:29:02+00:00,PBTE,120L,"Strada Avram Iancu 8, Sibiu, Romania",3,100%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:29:42+00:00,DNFC,120L,"Strada Avram Iancu 5, Sibiu, Romania",3,66%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:29:54+00:00,632O,120L,"Strada Avram Iancu 5, Sibiu, Romania",3,46%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:29:58+00:00,6EFC,120L,"Strada Avram Iancu 6, Sibiu, Romania",3,25%,45.7828241,24.1680621
